Std,Su,Sy,A5,Bhn,E,G,mu,Ro,pH,HV
ANSI ANSI Yellow brass C26800 Desconhecido,317,97,65.0,0.0,105000,40000,0.32,8800,0.0,0.0
ANSI ANSI Muntz metal C28000 Desconhecido,372,145,52.0,0.0,105000,40000,0.32,8800,0.0,0.0
ANSI ANSI Leaded commercial bronze C31400 Desconhecido,255,83,45.0,0.0,105000,40000,0.32,8800,0.0,0.0
ANSI ANSI Low-leaded brass C33000 Desconhecido,324,103,60.0,0.0,105000,40000,0.32,8800,0.0,0.0
ANSI ANSI High-leaded brass C34200 Desconhecido,338,117,52.0,0.0,105000,40000,0.32,8800,0.0,0.0
ANSI ANSI Medium-leaded brass C35000 Desconhecido,310,90,66.0,0.0,105000,40000,0.32,8800,0.0,0.0
ANSI ANSI Leaded Muntz metal C36500 As hot rolled,372,138,45.0,0.0,105000,40000,0.32,8800,0.0,0.0
ANSI ANSI Architectural bronze C38500 As extruded,414,138,30.0,0.0,105000,40000,0.32,8800,0.0,0.0
ANSI ANSI Copper Alloy C40500 Desconhecido,269,83,49.0,0.0,105000,40000,0.32,8800,0.0,0.0
ANSI ANSI Copper Alloy C40800 Desconhecido,290,90,43.0,0.0,105000,40000,0.32,8800,0.0,0.0
ANSI ANSI Copper Alloy C41100 Desconhecido,269,76,43.0,0.0,105000,40000,0.32,8800,0.0,0.0
ANSI ANSI Copper Alloy C41300 Desconhecido,283,83,45.0,0.0,105000,40000,0.32,8800,0.0,0.0
ANSI ANSI Copper Alloy C41500 Desconhecido,317,117,44.0,0.0,105000,40000,0.32,8800,0.0,0.0
ANSI ANSI Copper Alloy C42200 Desconhecido,296,103,46.0,0.0,105000,40000,0.32,8800,0.0,0.0
ANSI ANSI Copper Alloy C42500 Desconhecido,310,124,49.0,0.0,105000,40000,0.32,8800,0.0,0.0
ANSI ANSI Copper Alloy C43000 Desconhecido,317,124,55.0,0.0,105000,40000,0.32,8800,0.0,0.0
ANSI ANSI Copper Alloy C43400 Desconhecido,310,103,49.0,0.0,105000,40000,0.32,8800,0.0,0.0
ANSI ANSI Copper Alloy C43500 Desconhecido,317,110,46.0,0.0,105000,40000,0.32,8800,0.0,0.0
ANSI ANSI Copper Alloy C44300 Desconhecido,331,124,65.0,0.0,105000,40000,0.32,8800,0.0,0.0
ANSI ANSI Copper Alloy C46400 Desconhecido,379,172,50.0,0.0,105000,40000,0.32,8800,0.0,0.0
ANSI ANSI Copper Alloy C48200 Desconhecido,386,172,43.0,0.0,105000,40000,0.32,8800,0.0,0.0
ANSI ANSI Copper Alloy C48500 Desconhecido,393,172,40.0,0.0,105000,40000,0.32,8800,0.0,0.0
ANSI ANSI Copper Alloy C50500 Desconhecido,276,97,48.0,0.0,105000,40000,0.32,8800,0.0,0.0
ANSI ANSI Copper Alloy C51000 Desconhecido,324,131,64.0,0.0,105000,40000,0.32,8800,0.0,0.0
ANSI ANSI Copper Alloy C51100 Desconhecido,317,345,48.0,0.0,105000,40000,0.32,8800,0.0,0.0
ANSI ANSI Copper Alloy C52100 Desconhecido,379,165,70.0,0.0,105000,40000,0.32,8800,0.0,0.0
ANSI ANSI Copper Alloy C52400 Desconhecido,455,193,70.0,0.0,105000,40000,0.32,8800,0.0,0.0
ANSI ANSI Copper Alloy C54400 Desconhecido,303,131,50.0,0.0,105000,40000,0.32,8800,0.0,0.0
ANSI ANSI Copper Alloy C60800 Desconhecido,414,186,55.0,0.0,105000,40000,0.32,8800,0.0,0.0
ANSI ANSI Copper Alloy C61000 Desconhecido,359,117,45.0,0.0,105000,40000,0.32,8800,0.0,0.0
ANSI ANSI Copper Alloy C61300 Desconhecido,483,207,42.0,0.0,105000,40000,0.32,8800,0.0,0.0
ANSI ANSI Copper Alloy C61400 Desconhecido,524,228,45.0,0.0,105000,40000,0.32,8800,0.0,0.0
ANSI ANSI Copper Alloy C61500 Desconhecido,483,152,55.0,0.0,105000,40000,0.32,8800,0.0,0.0
ANSI ANSI Copper Alloy C61800 Desconhecido,552,269,28.0,0.0,105000,40000,0.32,8800,0.0,0.0
ANSI ANSI Copper Alloy C61900 Desconhecido,634,338,30.0,0.0,105000,40000,0.32,8800,0.0,0.0
ANSI ANSI Copper Alloy C62300 Desconhecido,517,241,35.0,0.0,105000,40000,0.32,8800,0.0,0.0
ANSI ANSI Copper Alloy C62400 Desconhecido,621,276,18.0,0.0,105000,40000,0.32,8800,0.0,0.0
ANSI ANSI Copper Alloy C62500 As extruded,689,379,21.0,0.0,105000,40000,0.32,8800,0.0,0.0
ANSI ANSI Copper Alloy C63000 Desconhecido,621,345,20.0,0.0,105000,40000,0.32,8800,0.0,0.0
ANSI ANSI Copper Alloy C63200 Desconhecido,621,310,25.0,0.0,105000,40000,0.32,8800,0.0,0.0
ANSI ANSI Copper Alloy C63800 Desconhecido,565,372,36.0,0.0,105000,40000,0.32,8800,0.0,0.0
ANSI ANSI Copper Alloy C64200 Desconhecido,517,241,32.0,0.0,105000,40000,0.32,8800,0.0,0.0
ANSI ANSI Copper Alloy C65100 Desconhecido,276,103,55.0,0.0,105000,40000,0.32,8800,0.0,0.0
ANSI ANSI Copper Alloy C65500 Desconhecido,386,145,63.0,0.0,105000,40000,0.32,8800,0.0,0.0
ANSI ANSI Copper Alloy C66700 Desconhecido,316,83,60.0,0.0,105000,40000,0.32,8800,0.0,0.0
ANSI ANSI Copper Alloy C67400 Desconhecido,483,234,28.0,0.0,105000,40000,0.32,8800,0.0,0.0
ANSI ANSI Copper Alloy C67500 Desconhecido,448,207,33.0,0.0,105000,40000,0.32,8800,0.0,0.0
ANSI ANSI Copper Alloy C68700 Desconhecido,414,186,55.0,0.0,105000,40000,0.32,8800,0.0,0.0
ANSI ANSI Copper Alloy C68800 Desconhecido,565,379,36.0,0.0,105000,40000,0.32,8800,0.0,0.0
ANSI ANSI Copper Alloy C69000 Desconhecido,565,359,35.0,0.0,105000,40000,0.32,8800,0.0,0.0
ANSI ANSI Copper Alloy C69400 Desconhecido,552,276,25.0,0.0,105000,40000,0.32,8800,0.0,0.0
ANSI ANSI Copper Alloy C70400 Desconhecido,262,276,46.0,0.0,105000,40000,0.32,8800,0.0,0.0
ANSI ANSI Copper Alloy C70600 Desconhecido,303,110,42.0,0.0,105000,40000,0.32,8800,0.0,0.0
ANSI ANSI Copper Alloy C71000 Desconhecido,338,90,40.0,0.0,105000,40000,0.32,8800,0.0,0.0
ANSI ANSI Copper Alloy C71500 Desconhecido,372,138,45.0,0.0,105000,40000,0.32,8800,0.0,0.0
ANSI ANSI Copper Alloy C72200 Desconhecido,317,124,46.0,0.0,105000,40000,0.32,8800,0.0,0.0
ANSI ANSI Copper Alloy C72500 Desconhecido,379,152,35.0,0.0,105000,40000,0.32,8800,0.0,0.0
ANSI ANSI Copper Alloy C73500 Desconhecido,345,103,37.0,0.0,105000,40000,0.32,8800,0.0,0.0
ANSI ANSI Copper Alloy C74500 Desconhecido,338,124,50.0,0.0,105000,40000,0.32,8800,0.0,0.0
ANSI ANSI Copper Alloy C75200 Desconhecido,386,172,45.0,0.0,105000,40000,0.32,8800,0.0,0.0
ANSI ANSI Copper Alloy C75400 Desconhecido,365,124,43.0,0.0,105000,40000,0.32,8800,0.0,0.0
ANSI ANSI Copper Alloy C75700 Desconhecido,359,124,48.0,0.0,105000,40000,0.32,8800,0.0,0.0
ANSI ANSI Copper Alloy C76390 Desconhecido,621,586,6.0,0.0,105000,40000,0.32,8800,0.0,0.0
ANSI ANSI Copper Alloy C77000 Desconhecido,414,186,40.0,0.0,105000,40000,0.32,8800,0.0,0.0
ANSI ANSI Copper Alloy C78200 Desconhecido,365,159,40.0,0.0,105000,40000,0.32,8800,0.0,0.0
ANSI ANSI Aluminum Alloy 201.0 Cast (T7),414,345,3.0,110.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 204.0 Cast (T4),310,193,6.0,0.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 208.0 Cast (F),131,83,1.5,40.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 242.0 Cast (T61),221,138,0.0,90.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 242.0 Cast (T77),165,90,0.0,60.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 295.0 Cast (T4),200,90,6.0,45.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 295.0 Cast (T6),221,138,3.0,60.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 295.0 Cast (T62),248,193,0.0,80.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 295.0 Cast (T7),200,110,3.0,55.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 319.0 Cast (F),159,90,1.5,55.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 319.0 Cast (T6),214,138,1.5,65.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 328.0 Cast (F),172,97,0.0,45.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 328.0 Cast (T6),234,145,0.0,65.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 355.0 Cast (T51),172,124,0.0,50.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 355.0 Cast (T6),221,138,2.0,70.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 355.0 Cast (T71),207,152,0.0,60.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy C355.0 Cast (T6),248,172,2.5,75.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 356.0 Cast (T51),159,110,0.0,45.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 356.0 Cast (T6),207,138,3.0,55.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 356.0 Cast (T7),214,200,0.0,60.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 356.0 Cast (T71),172,124,3.0,45.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy A356.0 Cast (T6),234,165,3.5,70.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 443.0 Cast (F),117,48,3.0,25.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy B443.0 Cast (F),117,41,3.0,25.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 512.0 Cast (F),117,69,0.0,35.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 514.0 Cast (F),152,62,6.0,35.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 520.0 Cast (T4),290,152,12.0,60.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 535.0 Cast (F or T5),241,124,9.0,60.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 705.0 Cast (F or T5),207,117,5.0,50.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 707.0 Cast (T5),228,152,2.0,70.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 707.0 Cast (T7),255,207,0.0,65.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 710.0 Cast (F or T5),221,138,2.0,60.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 712.0 Cast (F or T5),234,172,4.0,60.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 713.0 Cast (F or T5),221,152,3.0,60.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 771.0 Cast (T5),290,262,1.5,85.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 771.0 Cast (T51),221,186,3.0,70.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 771.0 Cast (T52),248,207,1.5,70.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 771.0 Cast (T53),248,186,1.5,0.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 771.0 Cast (T6),290,241,5.0,75.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 771.0 Cast (T71),331,310,2.0,105.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 852.0 Cast (T5),165,124,0.0,45.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 1060-O Wrought,69,28,43.0,19.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 1060-H12 Wrought,83,76,16.0,23.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 1060-H14 Wrought,97,90,12.0,26.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 1060-H16 Wrought,110,103,8.0,30.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 1060-H18 Wrought,131,124,6.0,35.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 1100-O Wrought,90,34,35.0,23.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 1100-H12 Wrought,110,103,12.0,28.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 1100-H14 Wrought,124,117,9.0,32.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 1100-H16 Wrought,145,138,6.0,38.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 1100-H18 Wrought,165,152,5.0,44.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 1350-O Wrought,83,28,0.0,0.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 1350-H12 Wrought,97,83,0.0,0.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 1350-H14 Wrought,110,97,0.0,0.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 1350-H16 Wrought,124,110,0.0,0.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 1350-H19 Wrought,186,165,0.0,0.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 2011-T3 Wrought,379,296,15.0,95.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 2011-T8 Wrought,407,310,12.0,100.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 2014-O Wrought,186,97,18.0,45.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 2014-T4 Wrought,427,290,20.0,105.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 2014-T451 Wrought,427,290,20.0,105.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 2014-T6 Wrought,483,414,13.0,135.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 2014-T651 Wrought,483,414,13.0,135.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy Alclad 2014-O Wrought,172,69,21.0,0.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy Alclad 2014-T3 Wrought,434,276,20.0,0.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy Alclad 2014-T4 Wrought,421,255,22.0,0.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy Alclad 2014-T451 Wrought,421,255,22.0,0.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy Alclad 2014-T6 Wrought,469,414,10.0,0.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy Alclad 2014-T651 Wrought,469,414,10.0,0.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 2017-O Wrought,179,69,22.0,45.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 2017-T4 Wrought,427,276,22.0,105.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 2017-T451 Wrought,427,276,22.0,105.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 2018-T61 Wrought,421,317,12.0,120.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 2024-O Wrought,186,76,20.0,47.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 2024-T3 Wrought,483,345,18.0,120.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 2024-T351 Wrought,469,324,20.0,120.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 2024-T4 Wrought,469,324,20.0,120.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 2024-T361 Wrought,496,393,13.0,130.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy Alclad 2024-O Wrought,179,76,20.0,0.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy Alclad 2024-T3 Wrought,448,310,18.0,0.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy Alclad 2024-T351 Wrought,441,290,19.0,0.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy Alclad 2024-T4 Wrought,441,290,19.0,0.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy Alclad 202024-T361 Wrought,462,365,11.0,0.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy Alclad 2024-T81 Wrought,448,414,6.0,0.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy Alclad 2024-T851 Wrought,448,414,6.0,0.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy Alclad 2024-T861 Wrought,483,455,6.0,0.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 2025-T6 Wrought,400,255,19.0,110.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 2036-T4 Wrought,338,193,24.0,0.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 2117-T4 Wrought,296,165,27.0,70.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 2218-T72 Wrought,331,255,11.0,95.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 2219-O Wrought,172,76,18.0,0.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 2219-T42 Wrought,359,186,20.0,0.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 2219-T31 Wrought,359,248,17.0,0.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 2219-T351 Wrought,359,248,17.0,0.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 2219-T37 Wrought,393,317,11.0,0.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 2219-T62 Wrought,414,290,10.0,0.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 2219-T81 Wrought,455,352,10.0,0.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 2219-T851 Wrought,455,352,10.0,0.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 2219-T87 Wrought,476,393,10.0,0.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 3003-O Wrought,110,41,30.0,28.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 3003-H12 Wrought,131,124,10.0,35.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 3003-H14 Wrought,152,145,8.0,40.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 3003-H16 Wrought,179,172,5.0,47.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 3003-H18 Wrought,200,186,4.0,55.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy Alclad 3003-O Wrought,110,41,30.0,0.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy Alclad 3003-H12 Wrought,131,124,10.0,0.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy Alclad 3003-H14 Wrought,152,145,8.0,0.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy Alclad 3003-H16 Wrought,179,172,5.0,0.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy Alclad 3003-H18 Wrought,200,186,4.0,0.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 3004-O Wrought,179,69,20.0,45.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 3004-H32 Wrought,214,172,10.0,52.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 3004-H34 Wrought,241,200,9.0,63.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 3004-H36 Wrought,262,228,5.0,70.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 3004-H38 Wrought,283,248,5.0,77.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy Alclad 3004-O Wrought,179,69,20.0,0.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy Alclad 3004-H32 Wrought,214,172,10.0,0.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy Alclad 3004-H34 Wrought,241,200,9.0,0.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy Alclad 3004-H36 Wrought,262,228,5.0,0.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy Alclad 3004-H38 Wrought,283,248,5.0,0.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 3105-O Wrought,117,55,24.0,0.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 3105-H12 Wrought,152,131,7.0,0.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 3105-H14 Wrought,172,152,5.0,0.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 3105-H16 Wrought,193,172,4.0,0.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 3105-H18 Wrought,214,193,3.0,0.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 3105-H25 Wrought,179,159,8.0,0.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 4032-T6 Wrought,379,317,9.0,120.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 5005-O Wrought,124,41,25.0,28.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 5005-H12 Wrought,138,131,10.0,0.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 5005-H14 Wrought,159,152,6.0,0.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 5005-H16 Wrought,179,172,5.0,0.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 5005-H18 Wrought,200,193,4.0,0.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 5005-H32 Wrought,138,117,11.0,36.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 5005-H34 Wrought,159,138,8.0,41.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 5005-H36 Wrought,179,165,6.0,46.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 5005-H38 Wrought,200,186,5.0,51.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 5050-O Wrought,145,55,24.0,36.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 5050-H32 Wrought,172,145,9.0,46.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 5050-H34 Wrought,193,165,8.0,53.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 5050-H36 Wrought,207,179,7.0,58.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 5050-H38 Wrought,221,200,6.0,63.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 5052-O Wrought,193,90,25.0,47.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 5052-H32 Wrought,228,193,12.0,60.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 5052-H34 Wrought,262,214,10.0,68.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 5052-H36 Wrought,276,241,8.0,73.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 5052-H38 Wrought,290,255,7.0,77.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 5056-O Wrought,290,152,35.0,65.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 5056-H18 Wrought,434,407,10.0,105.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 5056-H38 Wrought,414,345,15.0,100.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 5083-O Wrought,290,145,22.0,0.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 5083-H116 Wrought,317,228,16.0,0.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 5083-H321 Wrought,317,228,16.0,0.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 5086-O Wrought,262,117,22.0,0.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 5086-H32 Wrought,290,207,12.0,0.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 5086-H34 Wrought,324,255,10.0,0.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 5086-H112 Wrought,269,131,14.0,0.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 5086-H116 Wrought,290,207,12.0,0.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 5154-O Wrought,241,117,27.0,58.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 5154-H32 Wrought,269,207,15.0,67.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 5154-H34 Wrought,290,228,13.0,73.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 5154-H36 Wrought,310,248,12.0,78.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 5154-H38 Wrought,331,269,10.0,80.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 5154-H112 Wrought,241,117,25.0,63.0,73000,26000,0.33,2700,0.0,0.0
