Std,Su,Sy,A5,Bhn,E,G,mu,Ro,pH,HV
DIN DIN DIN Cf35 Desconhecido,580,360,19.0,0.0,206000,80000,0.3,7860,0.0,0.0
DIN DIN DIN Ck40 heat treated,630,400,18.0,0.0,206000,80000,0.3,7860,0.0,0.0
DIN DIN DIN Ck45 normalized,535,320,16.0,0.0,206000,80000,0.3,7860,337.0,152.0
DIN DIN DIN Ck45 heat treated,650,430,16.0,0.0,206000,80000,0.3,7860,426.0,192.0
DIN DIN DIN Cf45 Desconhecido,660,410,16.0,0.0,206000,80000,0.3,7860,0.0,0.0
DIN DIN DIN Ck50 face hardened,700,460,15.0,0.0,206000,80000,0.3,7860,1210.0,610.0
DIN DIN DIN Cf53 Desconhecido,690,430,14.0,0.0,206000,80000,0.3,7860,0.0,0.0
DIN DIN DIN Ck55 heat treated,750,500,14.0,0.0,206000,80000,0.3,7860,0.0,0.0
DIN DIN DIN Ck60 normalized,680,400,13.0,0.0,206000,80000,0.3,7860,420.0,190.0
DIN DIN DIN Ck60 heat treated,800,520,13.0,0.0,206000,80000,0.3,7860,480.0,225.0
DIN DIN DIN Ck60 nitro-carburized,800,520,13.0,0.0,206000,80000,0.3,7860,1240.0,630.0
DIN DIN DIN 17Mn4 Desconhecido,460,290,22.0,0.0,206000,80000,0.3,7860,0.0,0.0
DIN DIN DIN 28Mn6 Desconhecido,690,490,15.0,0.0,206000,80000,0.3,7860,0.0,0.0
DIN DIN DIN 17Cr3 Desconhecido,590,340,13.0,0.0,206000,80000,0.3,7860,0.0,0.0
DIN DIN DIN 34Cr4 Desconhecido,800,590,14.0,0.0,206000,80000,0.3,7860,0.0,0.0
DIN DIN DIN 37Cr4 heat treated,850,630,13.0,0.0,206000,80000,0.3,7860,590.0,270.0
DIN DIN DIN 37Cr4 face hardened,850,630,13.0,0.0,206000,80000,0.3,7860,1210.0,610.0
DIN DIN DIN 38Cr4 Desconhecido,830,630,13.0,0.0,206000,80000,0.3,7860,0.0,0.0
DIN DIN DIN 41Cr4 Desconhecido,900,660,12.0,0.0,206000,80000,0.3,7860,0.0,0.0
DIN DIN DIN 42Cr4 Desconhecido,880,670,12.0,0.0,206000,80000,0.3,7860,0.0,0.0
DIN DIN DIN 37CrS4 Desconhecido,850,630,13.0,0.0,206000,80000,0.3,7860,0.0,0.0
DIN DIN DIN 41CrS4 Desconhecido,880,665,12.0,0.0,206000,80000,0.3,7860,0.0,0.0
DIN DIN DIN 16MnCr5 case-hardened,900,680,10.0,0.0,206000,80000,0.3,7860,1300.0,670.0
DIN DIN DIN 20MnCr5 Desconhecido,980,680,8.0,0.0,206000,80000,0.3,7860,0.0,0.0
DIN DIN DIN 15Mo3 Desconhecido,440,270,24.0,0.0,206000,80000,0.3,7860,0.0,0.0
DIN DIN DIN 13CrMo4 Desconhecido,450,295,20.0,0.0,206000,80000,0.3,7860,0.0,0.0
DIN DIN DIN WTSt52-3 Desconhecido,490,345,22.0,0.0,206000,80000,0.3,7860,0.0,0.0
DIN DIN DIN 25CrMo4 Desconhecido,800,600,14.0,0.0,206000,80000,0.3,7860,0.0,0.0
DIN DIN DIN 34CrMo4 Desconhecido,900,650,12.0,0.0,206000,80000,0.3,7860,0.0,0.0
DIN DIN DIN 42CrMo4 Desconhecido,1000,750,11.0,0.0,206000,80000,0.3,7860,0.0,0.0
DIN DIN DIN 41CrMo4 Desconhecido,980,760,11.0,0.0,206000,80000,0.3,7860,0.0,0.0
DIN DIN DIN 49CrMo4 Desconhecido,880,690,12.0,0.0,206000,80000,0.3,7860,0.0,0.0
DIN DIN DIN 30CrV9 nitrided,800,600,0.0,0.0,206000,80000,0.3,7860,1360.0,720.0
DIN DIN DIN 42CrV6 heat treated,980,850,0.0,0.0,206000,80000,0.3,7860,800.0,380.0
DIN DIN DIN 42CrV6 face hardened,980,850,0.0,0.0,206000,80000,0.3,7860,1210.0,610.0
DIN DIN DIN 10CrMo9-10 Desconhecido,480,300,18.0,0.0,206000,80000,0.3,7860,0.0,0.0
DIN DIN DIN 41CrAlMo7 Desconhecido,930,735,12.0,0.0,206000,80000,0.3,7860,0.0,0.0
DIN DIN DIN 31CrMo12 Desconhecido,1000,750,11.0,0.0,206000,80000,0.3,7860,0.0,0.0
DIN DIN DIN 17CrNiMo6 Desconhecido,1080,785,8.0,0.0,206000,80000,0.3,7860,0.0,0.0
DIN DIN DIN 10Ni14 Desconhecido,490,355,22.0,0.0,206000,80000,0.3,7860,0.0,0.0
DIN DIN DIN 12Ni19 Desconhecido,530,390,20.0,0.0,206000,80000,0.3,7860,0.0,0.0
DIN DIN DIN X8Ni9 Desconhecido,680,585,18.0,0.0,206000,80000,0.3,7860,0.0,0.0
DIN DIN DIN X6Cr13 Desconhecido,400,250,20.0,0.0,206000,80000,0.3,7860,0.0,0.0
DIN DIN DIN X6Cr17 Desconhecido,450,270,20.0,0.0,206000,80000,0.3,7860,0.0,0.0
DIN DIN DIN X10Cr13 Desconhecido,600,420,18.0,0.0,206000,80000,0.3,7860,0.0,0.0
DIN DIN DIN X20Cr13 Desconhecido,650,450,14.0,0.0,206000,80000,0.3,7860,0.0,0.0
DIN DIN DIN X30Cr13 Desconhecido,800,600,11.0,0.0,206000,80000,0.3,7860,0.0,0.0
DIN DIN DIN X45CrSi93 Desconhecido,900,700,14.0,0.0,206000,80000,0.3,7860,0.0,0.0
DIN DIN DIN X6CrAl13 Desconhecido,400,250,20.0,0.0,206000,80000,0.3,7860,0.0,0.0
DIN DIN DIN X20CrNi172 Desconhecido,750,550,14.0,0.0,206000,80000,0.3,7860,0.0,0.0
DIN DIN DIN X85CrMoV182 Desconhecido,1000,800,7.0,0.0,206000,80000,0.3,7860,0.0,0.0
DIN DIN DIN X5CrNi1810 Desconhecido,500,195,45.0,0.0,206000,80000,0.3,7860,0.0,0.0
DIN DIN DIN X10CrNiS189 Desconhecido,500,195,35.0,0.0,206000,80000,0.3,7860,0.0,0.0
DIN DIN DIN X6CrNiTi1810 Desconhecido,500,200,40.0,0.0,206000,80000,0.3,7860,0.0,0.0
DIN DIN DIN X2CrNi1911 Desconhecido,460,180,45.0,0.0,206000,80000,0.3,7860,0.0,0.0
DIN DIN DIN X2CrNiN1810 Desconhecido,550,270,40.0,0.0,206000,80000,0.3,7860,0.0,0.0
DIN DIN DIN X5CrNiMo17122 Desconhecido,510,205,40.0,0.0,206000,80000,0.3,7860,0.0,0.0
DIN DIN DIN X6CrNiMoTi17122 Desconhecido,500,210,35.0,0.0,206000,80000,0.3,7860,0.0,0.0
DIN DIN DIN X2CrNiMo17132 Desconhecido,490,190,40.0,0.0,206000,80000,0.3,7860,0.0,0.0
DIN DIN DIN X2CrNiMo18143 Desconhecido,490,190,35.0,0.0,206000,80000,0.3,7860,0.0,0.0
DIN DIN DIN X5CrNiMo17133 Desconhecido,510,205,40.0,0.0,206000,80000,0.3,7860,0.0,0.0
DIN DIN DIN X2CrNiMoN17122 Desconhecido,580,280,40.0,0.0,206000,80000,0.3,7860,0.0,0.0
DIN DIN DIN X2CrNiMoN17133 Desconhecido,580,295,40.0,0.0,206000,80000,0.3,7860,0.0,0.0
DIN DIN DIN X2CrNiMoN17135 Desconhecido,580,285,35.0,0.0,206000,80000,0.3,7860,0.0,0.0
DIN DIN DIN X8CrMnNi188 Desconhecido,590,295,45.0,0.0,206000,80000,0.3,7860,0.0,0.0
DIN DIN DIN X53CrMnNiN219 Desconhecido,950,580,8.0,0.0,206000,80000,0.3,7860,0.0,0.0
DIN DIN DIN GG - 15 Desconhecido,150,150,0.0,0.0,85000,34000,0.25,7160,270.0,190.0
DIN DIN DIN GG - 20 Desconhecido,200,200,0.0,0.0,85000,34000,0.25,7160,340.0,210.0
DIN DIN DIN GG - 25 Desconhecido,250,250,0.0,0.0,85000,34000,0.25,7160,400.0,230.0
DIN DIN DIN GG - 30 Desconhecido,300,300,0.0,0.0,85000,34000,0.25,7160,460.0,250.0
DIN DIN DIN GG - 35 Desconhecido,350,350,0.0,0.0,85000,34000,0.25,7160,520.0,260.0
DIN DIN DIN GGG - 50 Desconhecido,500,320,0.0,0.0,169000,70000,0.2,7160,400.0,180.0
DIN DIN DIN GGG - 60 Desconhecido,600,370,0.0,0.0,169000,70000,0.2,7160,480.0,210.0
DIN DIN DIN GGG - 70 Desconhecido,700,420,0.0,0.0,169000,70000,0.2,7160,560.0,230.0
DIN DIN DIN GGG - 80 Desconhecido,800,480,0.0,0.0,169000,70000,0.2,7160,600.0,240.0
DIN DIN DIN GTS - 40 Desconhecido,400,180,4.0,0.0,160000,64000,0.27,7160,300.0,220.0
DIN DIN DIN GTS - 50 Desconhecido,500,260,4.0,0.0,160000,64000,0.27,7160,370.0,230.0
BS BS BS 230M07 Desconhecido,430,300,8.0,0.0,206000,80000,0.3,7860,0.0,0.0
BS BS BS 212M36 Desconhecido,635,370,18.0,0.0,206000,80000,0.3,7860,0.0,0.0
BS BS BS CR3GP Desconhecido,280,140,32.0,0.0,206000,80000,0.3,7860,0.0,0.0
BS BS BS CR2PL Desconhecido,280,140,34.0,0.0,206000,80000,0.3,7860,0.0,0.0
BS BS BS CR4GP Desconhecido,280,140,0.0,0.0,206000,80000,0.3,7860,0.0,0.0
BS BS BS CEW2BK Desconhecido,420,355,6.0,0.0,206000,80000,0.3,7860,0.0,0.0
BS BS BS CFS3NBK Desconhecido,360,215,24.0,0.0,206000,80000,0.3,7860,0.0,0.0
BS BS BS Grade 360 Desconhecido,360,225,25.0,0.0,206000,80000,0.3,7860,0.0,0.0
BS BS BS CEW3BK Desconhecido,450,360,6.0,0.0,206000,80000,0.3,7860,0.0,0.0
BS BS BS 40B Desconhecido,340,225,26.0,0.0,206000,80000,0.3,7860,0.0,0.0
BS BS BS 40C Desconhecido,340,225,26.0,0.0,206000,80000,0.3,7860,0.0,0.0
BS BS BS Grade 430 Desconhecido,410,225,23.0,0.0,206000,80000,0.3,7860,0.0,0.0
BS BS BS 43B Desconhecido,430,245,22.0,0.0,206000,80000,0.3,7860,0.0,0.0
BS BS BS CFS6NBK Desconhecido,460,280,21.0,0.0,206000,80000,0.3,7860,0.0,0.0
BS BS BS 43D Desconhecido,430,245,22.0,0.0,206000,80000,0.3,7860,0.0,0.0
BS BS BS 50B Desconhecido,490,355,20.0,0.0,206000,80000,0.3,7860,310.0,140.0
BS BS BS 50C Desconhecido,490,355,20.0,0.0,206000,80000,0.3,7860,0.0,0.0
BS BS BS 50D Desconhecido,490,355,20.0,0.0,206000,80000,0.3,7860,0.0,0.0
BS BS BS CFS8NBK Desconhecido,540,340,18.0,0.0,206000,80000,0.3,7860,0.0,0.0
BS BS BS CEW5BK Desconhecido,600,480,4.0,0.0,206000,80000,0.3,7860,0.0,0.0
BS BS BS 55C Desconhecido,550,430,19.0,0.0,206000,80000,0.3,7860,370.0,165.0
BS BS BS 55E Desconhecido,550,430,19.0,0.0,206000,80000,0.3,7860,370.0,165.0
BS BS BS 070M26 Desconhecido,490,245,20.0,0.0,206000,80000,0.3,7860,0.0,0.0
BS BS BS 080M30 Desconhecido,550,310,18.0,0.0,206000,80000,0.3,7860,0.0,0.0
BS BS BS 080M36 Desconhecido,625,370,16.0,0.0,206000,80000,0.3,7860,0.0,0.0
BS BS BS 080A35 Desconhecido,625,370,16.0,0.0,206000,80000,0.3,7860,0.0,0.0
BS BS BS 080M40 Desconhecido,625,355,16.0,0.0,206000,80000,0.3,7860,0.0,0.0
BS BS BS 080M46 Desconhecido,625,340,16.0,0.0,206000,80000,0.3,7860,400.0,180.0
BS BS BS 060A47 Desconhecido,700,400,14.0,0.0,206000,80000,0.3,7860,0.0,0.0
BS BS BS 080M50 Desconhecido,625,360,15.0,0.0,206000,80000,0.3,7860,0.0,0.0
BS BS BS 060A57 Desconhecido,775,450,14.0,0.0,206000,80000,0.3,7860,0.0,0.0
BS BS BS 070M55 Desconhecido,775,450,14.0,0.0,206000,80000,0.3,7860,0.0,0.0
BS BS BS 150M19 Desconhecido,550,325,18.0,0.0,206000,80000,0.3,7860,0.0,0.0
BS BS BS 530A36 Desconhecido,700,510,17.0,0.0,206000,80000,0.3,7860,500.0,230.0
BS BS BS 530M40 heat treated,775,570,15.0,0.0,206000,80000,0.3,7860,0.0,0.0
BS BS BS 530M40 face hardened,850,665,13.0,0.0,206000,80000,0.3,7860,1210.0,610.0
BS BS BS 708A25 Desconhecido,850,665,13.0,0.0,206000,80000,0.3,7860,0.0,0.0
BS BS BS 708A37 Desconhecido,850,665,13.0,0.0,206000,80000,0.3,7860,0.0,0.0
BS BS BS 708M40 heat treated,850,665,13.0,0.0,206000,80000,0.3,7860,0.0,0.0
BS BS BS 708M40 face hardened,925,740,12.0,0.0,206000,80000,0.3,7860,1210.0,610.0
BS BS BS 905M39 nitrided,775,570,15.0,0.0,206000,80000,0.3,7860,1360.0,720.0
BS BS BS 722M22 Desconhecido,850,665,13.0,0.0,206000,80000,0.3,7860,0.0,0.0
BS BS BS 722M24 nitrided,850,685,13.0,0.0,206000,80000,0.3,7860,1360.0,720.0
BS BS BS 403S17 Desconhecido,420,245,20.0,0.0,206000,80000,0.3,7860,0.0,0.0
BS BS BS 410S21 Desconhecido,550,340,15.0,0.0,206000,80000,0.3,7860,0.0,0.0
BS BS BS 420S37 Desconhecido,700,490,11.0,0.0,206000,80000,0.3,7860,0.0,0.0
BS BS BS 430S17 Desconhecido,430,245,20.0,0.0,206000,80000,0.3,7860,0.0,0.0
BS BS BS 401S45 Desconhecido,900,685,14.0,0.0,206000,80000,0.3,7860,0.0,240.0
BS BS BS 431S29 Desconhecido,850,635,11.0,0.0,206000,80000,0.3,7860,0.0,0.0
BS BS BS 304S15 Desconhecido,480,195,40.0,0.0,206000,80000,0.3,7860,0.0,0.0
BS BS BS 303S31 Desconhecido,510,190,40.0,0.0,206000,80000,0.3,7860,0.0,0.0
BS BS BS 321S31 Desconhecido,490,195,40.0,0.0,206000,80000,0.3,7860,0.0,0.0
BS BS BS 304S11 Desconhecido,480,180,40.0,0.0,206000,80000,0.3,7860,0.0,0.0
BS BS BS 310S31 Desconhecido,510,205,40.0,0.0,206000,80000,0.3,7860,0.0,0.0
BS BS BS 316S11 Desconhecido,490,190,40.0,0.0,206000,80000,0.3,7860,0.0,0.0
BS BS BS 316S31 Desconhecido,510,205,40.0,0.0,206000,80000,0.3,7860,0.0,0.0
BS BS BS 349S54 Desconhecido,950,580,8.0,0.0,206000,80000,0.3,7860,0.0,0.0
BS BS Grey cast iron Desconhecido,150,150,0.0,0.0,85000,34000,0.25,7160,270.0,190.0
BS BS Grey cast iron Desconhecido,200,200,0.0,0.0,85000,34000,0.25,7160,340.0,210.0
BS BS Grey cast iron Desconhecido,250,250,0.0,0.0,85000,34000,0.25,7160,400.0,230.0
BS BS Grey cast iron Desconhecido,300,300,0.0,0.0,85000,34000,0.25,7160,460.0,250.0
BS BS Grey cast iron Desconhecido,350,350,0.0,0.0,85000,34000,0.25,7160,520.0,260.0
BS BS Nodular cast iron Desconhecido,500,320,0.0,0.0,169000,70000,0.2,7160,400.0,180.0
BS BS Nodular cast iron Desconhecido,600,370,0.0,0.0,169000,70000,0.2,7160,480.0,210.0
BS BS Nodular cast iron Desconhecido,700,420,0.0,0.0,169000,70000,0.2,7160,560.0,230.0
BS BS Nodular cast iron Desconhecido,800,480,0.0,0.0,169000,70000,0.2,7160,600.0,240.0
BS BS Malleable cast iron Desconhecido,400,180,4.0,0.0,160000,64000,0.27,7160,300.0,220.0
BS BS Malleable cast iron Desconhecido,500,260,4.0,0.0,160000,64000,0.27,7160,370.0,230.0
CSN CSN CSN 10370 Desconhecido,350,200,0.0,0.0,206000,80000,0.3,7860,0.0,0.0
CSN CSN CSN 11110 Desconhecido,400,226,24.0,0.0,206000,80000,0.3,7860,0.0,0.0
CSN CSN CSN 11110 normalized,471,373,8.0,0.0,206000,80000,0.3,7860,0.0,0.0
CSN CSN CSN 11120 Desconhecido,400,255,22.0,0.0,206000,80000,0.3,7860,0.0,0.0
CSN CSN CSN 11140 normalized,660,520,6.0,0.0,206000,80000,0.3,7860,0.0,0.0
CSN CSN CSN 11301 Desconhecido,280,200,31.0,0.0,206000,80000,0.3,7860,0.0,0.0
CSN CSN CSN 11305 Desconhecido,290,215,36.0,0.0,206000,80000,0.3,7860,0.0,0.0
CSN CSN CSN 11321 Desconhecido,280,200,29.0,0.0,206000,80000,0.3,7860,0.0,0.0
CSN CSN CSN 11343 Desconhecido,330,195,30.0,0.0,206000,80000,0.3,7860,0.0,0.0
CSN CSN CSN 11353 Desconhecido,340,225,24.0,0.0,206000,80000,0.3,7860,0.0,0.0
CSN CSN CSN 11368 Desconhecido,350,225,26.0,0.0,206000,80000,0.3,7860,0.0,0.0
CSN CSN CSN 11373 Desconhecido,340,225,26.0,0.0,206000,80000,0.3,7860,0.0,0.0
CSN CSN CSN 11378 Desconhecido,360,235,26.0,0.0,206000,80000,0.3,7860,0.0,0.0
CSN CSN CSN 11418 Desconhecido,410,255,24.0,0.0,206000,80000,0.3,7860,0.0,0.0
CSN CSN CSN 11423 Desconhecido,420,240,22.0,0.0,206000,80000,0.3,7860,0.0,0.0
CSN CSN CSN 11448 Desconhecido,430,285,22.0,0.0,206000,80000,0.3,7860,0.0,0.0
CSN CSN CSN 11453 Desconhecido,440,265,20.0,0.0,206000,80000,0.3,7860,0.0,0.0
CSN CSN CSN 11500 Desconhecido,490,265,19.0,0.0,206000,80000,0.3,7860,313.0,141.0
CSN CSN CSN 11503 Desconhecido,490,340,22.0,0.0,206000,80000,0.3,7860,0.0,0.0
CSN CSN CSN 11523 normalized,510,345,23.0,0.0,206000,80000,0.3,7860,0.0,0.0
CSN CSN CSN 11600 Desconhecido,590,315,14.0,0.0,206000,80000,0.3,7860,375.0,169.0
CSN CSN CSN 11600 face hardened,590,315,14.0,0.0,206000,80000,0.3,7860,1210.0,610.0
CSN CSN CSN 11700 Desconhecido,686,355,11.0,0.0,206000,80000,0.3,7860,437.0,197.0
CSN CSN CSN 11700 face hardened,686,355,11.0,0.0,206000,80000,0.3,7860,1210.0,610.0
CSN CSN CSN 12010 case-hardened,490,325,16.0,0.0,206000,80000,0.3,7860,1280.0,771.0
CSN CSN CSN 12020 Desconhecido,550,350,12.0,0.0,206000,80000,0.3,7860,0.0,0.0
CSN CSN CSN 12020 case-hardened,490,295,12.0,0.0,206000,80000,0.3,7860,1300.0,771.0
CSN CSN CSN 12024 Desconhecido,480,300,22.0,0.0,206000,80000,0.3,7860,0.0,0.0
CSN CSN CSN 12030 Desconhecido,500,320,21.0,0.0,206000,80000,0.3,7860,0.0,0.0
CSN CSN CSN 12031 Desconhecido,550,350,20.0,0.0,206000,80000,0.3,7860,0.0,0.0
CSN CSN CSN 12040 Desconhecido,600,370,19.0,0.0,206000,80000,0.3,7860,0.0,0.0
CSN CSN CSN 12041 Desconhecido,630,400,18.0,0.0,206000,80000,0.3,7860,0.0,0.0
CSN CSN CSN 12050 normalized,530,305,18.0,0.0,206000,80000,0.3,7860,337.0,152.0
CSN CSN CSN 12050 heat treated,640,390,18.0,0.0,206000,80000,0.3,7860,426.0,192.0
CSN CSN CSN 12051 Desconhecido,690,440,15.0,0.0,206000,80000,0.3,7860,0.0,0.0
CSN CSN CSN 12060 Desconhecido,750,480,14.0,0.0,206000,80000,0.3,7860,0.0,0.0
CSN CSN CSN 12061 heat treated,800,500,13.0,0.0,206000,80000,0.3,7860,480.0,220.0
CSN CSN CSN 13030 Desconhecido,460,285,21.0,0.0,206000,80000,0.3,7860,0.0,0.0
CSN CSN CSN 13141 Desconhecido,690,490,15.0,0.0,206000,80000,0.3,7860,0.0,0.0
CSN CSN CSN 13220 normalized,670,430,20.0,0.0,206000,80000,0.3,7860,0.0,0.0
CSN CSN CSN 13221 normalized,680,440,20.0,0.0,206000,80000,0.3,7860,0.0,0.0
CSN CSN CSN 13240 Desconhecido,780,540,14.0,0.0,206000,80000,0.3,7860,530.0,239.0
CSN CSN CSN 13242 Desconhecido,880,685,12.0,0.0,206000,80000,0.3,7860,0.0,0.0
CSN CSN CSN 14120 Desconhecido,588,343,14.0,0.0,206000,80000,0.3,7860,0.0,0.0
CSN CSN CSN 14140 heat treated,883,637,12.0,0.0,206000,80000,0.3,7860,599.0,277.0
CSN CSN CSN 14140 face hardened,932,785,12.0,0.0,206000,80000,0.3,7860,1210.0,610.0
CSN CSN CSN 14141 Desconhecido,883,687,11.0,0.0,206000,80000,0.3,7860,0.0,0.0
CSN CSN CSN 14146 Desconhecido,932,785,12.0,0.0,206000,80000,0.3,7860,0.0,0.0
CSN CSN CSN 14148 Desconhecido,657,490,17.0,0.0,206000,80000,0.3,7860,0.0,0.0
CSN CSN CSN 14220 Desconhecido,900,680,10.0,0.0,206000,80000,0.3,7860,0.0,0.0
CSN CSN CSN 14220 case-hardened,785,588,10.0,0.0,206000,80000,0.3,7860,1300.0,800.0
CSN CSN CSN 14221 Desconhecido,981,686,8.0,0.0,206000,80000,0.3,7860,0.0,0.0
CSN CSN CSN 14223 case-hardened,883,687,0.0,0.0,206000,80000,0.3,7860,1300.0,670.0
CSN CSN CSN 14230 case-hardened,981,794,0.0,0.0,206000,80000,0.3,7860,1300.0,670.0
CSN CSN CSN 15020 Desconhecido,440,265,24.0,0.0,206000,80000,0.3,7860,0.0,0.0
CSN CSN CSN 15121 Desconhecido,430,295,20.0,0.0,206000,80000,0.3,7860,0.0,0.0
CSN CSN CSN 15127 Desconhecido,470,345,22.0,0.0,206000,80000,0.3,7860,0.0,0.0
CSN CSN CSN 15130 Desconhecido,690,490,15.0,0.0,206000,80000,0.3,7860,0.0,0.0
CSN CSN CSN 15131 Desconhecido,930,735,11.0,0.0,206000,80000,0.3,7860,0.0,0.0
CSN CSN CSN 15141 Desconhecido,880,665,12.0,0.0,206000,80000,0.3,7860,0.0,0.0
CSN CSN CSN 15142 Desconhecido,1000,750,11.0,0.0,206000,80000,0.3,7860,0.0,0.0
CSN CSN CSN 15217 Desconhecido,470,345,22.0,0.0,206000,80000,0.3,7860,0.0,0.0
CSN CSN CSN 15222 normalized,690,490,16.0,0.0,206000,80000,0.3,7860,0.0,0.0
CSN CSN CSN 15230 heat treated,1000,850,0.0,0.0,206000,80000,0.3,7860,0.0,0.0
CSN CSN CSN 15230 Heat-treatment nitrided steel,780,635,0.0,0.0,206000,80000,0.3,7860,1360.0,720.0
CSN CSN CSN 15260 Desconhecido,900,700,11.0,0.0,206000,80000,0.3,7860,0.0,0.0
CSN CSN CSN 15313 Desconhecido,480,265,18.0,0.0,206000,80000,0.3,7860,0.0,0.0
CSN CSN CSN 15330 Heat-treatment nitrided steel,834,637,0.0,0.0,206000,80000,0.3,7860,1360.0,720.0
CSN CSN CSN 15340 Desconhecido,981,785,12.0,0.0,206000,80000,0.3,7860,0.0,0.0
CSN CSN CSN 15432 Desconhecido,690,490,18.0,0.0,206000,80000,0.3,7860,0.0,0.0
CSN CSN CSN 16220 case-hardened,883,637,12.0,0.0,206000,80000,0.3,7860,1300.0,771.0
CSN CSN CSN 16223 Desconhecido,835,590,12.0,0.0,206000,80000,0.3,7860,0.0,0.0
CSN CSN CSN 16321 Desconhecido,880,635,9.0,0.0,206000,80000,0.3,7860,0.0,0.0
CSN CSN CSN 16326 Desconhecido,1080,785,8.0,0.0,206000,80000,0.3,7860,0.0,0.0
CSN CSN CSN 16329 Desconhecido,440,285,24.0,0.0,206000,80000,0.3,7860,0.0,0.0
CSN CSN CSN 16420 case-hardened,932,785,10.0,0.0,206000,80000,0.3,7860,1300.0,727.0
CSN CSN CSN 16527 Desconhecido,590,390,20.0,0.0,206000,80000,0.3,7860,0.0,0.0
CSN CSN CSN 17020 normalized,441,245,21.0,0.0,206000,80000,0.3,7860,0.0,0.0
CSN CSN CSN 17021 normalized,590,415,20.0,0.0,206000,80000,0.3,7860,0.0,0.0
CSN CSN CSN 17022 normalized,690,455,15.0,0.0,206000,80000,0.3,7860,0.0,0.0
CSN CSN CSN 17023 normalized,740,495,14.0,0.0,206000,80000,0.3,7860,0.0,0.0
CSN CSN CSN 17040 normalized,440,265,18.0,0.0,206000,80000,0.3,7860,0.0,0.0
CSN CSN CSN 17041 normalized,440,295,20.0,0.0,206000,80000,0.3,7860,0.0,0.0
CSN CSN CSN 17113 normalized,441,245,20.0,0.0,206000,80000,0.3,7860,0.0,0.0
CSN CSN CSN 17115 normalized,930,685,10.0,0.0,206000,80000,0.3,7860,0.0,0.0
CSN CSN CSN 17125 normalized,460,270,15.0,0.0,206000,80000,0.3,7860,0.0,0.0
CSN CSN CSN 17145 normalized,800,560,14.0,0.0,206000,80000,0.3,7860,0.0,0.0
CSN CSN CSN 17150 normalized,900,650,14.0,0.0,206000,80000,0.3,7860,0.0,0.0
CSN CSN CSN 17240 normalized,490,186,40.0,0.0,206000,80000,0.3,7860,0.0,0.0
CSN CSN CSN 17241 normalized,530,195,45.0,0.0,206000,80000,0.3,7860,0.0,0.0
CSN CSN CSN 17243 normalized,500,190,40.0,0.0,206000,80000,0.3,7860,0.0,0.0
CSN CSN CSN 17246 normalized,550,210,40.0,0.0,206000,80000,0.3,7860,0.0,0.0
CSN CSN CSN 17247 normalized,500,195,35.0,0.0,206000,80000,0.3,7860,0.0,0.0
CSN CSN CSN 17248 normalized,500,205,26.0,0.0,206000,80000,0.3,7860,0.0,0.0
CSN CSN CSN 17249 normalized,440,175,40.0,0.0,206000,80000,0.3,7860,0.0,0.0
CSN CSN CSN 17251 normalized,650,350,40.0,0.0,206000,80000,0.3,7860,0.0,0.0
CSN CSN CSN 17253 normalized,700,350,26.0,0.0,206000,80000,0.3,7860,0.0,0.0
CSN CSN CSN 17255 normalized,600,250,30.0,0.0,206000,80000,0.3,7860,0.0,0.0
CSN CSN CSN 17256 normalized,500,230,30.0,0.0,206000,80000,0.3,7860,0.0,0.0
CSN CSN CSN 17259 normalized,540,265,40.0,0.0,206000,80000,0.3,7860,0.0,0.0
CSN CSN CSN 17265 normalized,550,230,30.0,0.0,206000,80000,0.3,7860,0.0,0.0
CSN CSN CSN 17346 normalized,550,205,50.0,0.0,206000,80000,0.3,7860,0.0,0.0
CSN CSN CSN 17348 normalized,550,215,45.0,0.0,206000,80000,0.3,7860,0.0,0.0
CSN CSN CSN 17359 normalized,540,275,40.0,0.0,206000,80000,0.3,7860,0.0,0.0
CSN CSN CSN 17460 normalized,635,295,37.0,0.0,206000,80000,0.3,7860,0.0,0.0
CSN CSN CSN 17465 normalized,980,590,12.0,0.0,206000,80000,0.3,7860,0.0,0.0
CSN CSN CSN 17501 normalized,640,490,18.0,0.0,206000,80000,0.3,7860,0.0,0.0
CSN CSN CSN 422303 Desconhecido,360,240,0.0,0.0,169000,70000,0.2,7160,290.0,140.0
CSN CSN CSN 422304 Desconhecido,420,270,0.0,0.0,169000,70000,0.2,7160,340.0,150.0
CSN CSN CSN 422305 Desconhecido,500,320,0.0,0.0,169000,70000,0.2,7160,400.0,180.0
CSN CSN CSN 422306 Desconhecido,600,370,0.0,0.0,169000,70000,0.2,7160,480.0,210.0
CSN CSN CSN 422307 Desconhecido,700,420,0.0,0.0,169000,70000,0.2,7160,560.0,230.0
CSN CSN CSN 422308 Desconhecido,800,480,0.0,0.0,169000,70000,0.2,7160,600.0,240.0
CSN CSN CSN 422410 Desconhecido,100,100,0.0,0.0,80000,32000,0.25,7160,190.0,170.0
CSN CSN CSN 422415 Desconhecido,150,150,0.0,0.0,85000,34000,0.25,7160,270.0,190.0
CSN CSN CSN 422420 Desconhecido,200,200,0.0,0.0,91000,36400,0.25,7160,340.0,210.0
CSN CSN CSN 422425 Desconhecido,250,250,0.0,0.0,105000,42000,0.25,7160,400.0,230.0
CSN CSN CSN 422430 Desconhecido,300,300,0.0,0.0,110000,44000,0.25,7160,460.0,250.0
